id,organism,trait,measurement,unit,source
1114617,Poa leptocoma,seed dry mass,0.57,mg,https://www.try-db.org/TryWeb/dp.php
1114618,Poa sylvestris,seed dry mass,0.57,mg,https://www.try-db.org/TryWeb/dp.php
1114619,Poa trivialis,seed dry mass,0.19,mg,https://www.try-db.org/TryWeb/dp.php
1114613,Poa kelloggii,seed dry mass,0.53,mg,https://www.try-db.org/TryWeb/dp.php
1114616,Poa leibergii,seed dry mass,0.57,mg,https://www.try-db.org/TryWeb/dp.php
1115508,Poa fendleriana,seed dry mass,0.34,mg,https://www.try-db.org/TryWeb/dp.php
1115683,Poa supina,seed dry mass,0.4,mg,https://www.try-db.org/TryWeb/dp.php
1115655,Poa infirma,seed dry mass,0.25,mg,https://www.try-db.org/TryWeb/dp.php
1115756,Poa remota,seed dry mass,0.29,mg,https://www.try-db.org/TryWeb/dp.php
1115761,Poa macrantha,seed dry mass,0.81,mg,https://www.try-db.org/TryWeb/dp.php
1294062,Poa alpigena,seed dry mass,0.25,mg,https://www.try-db.org/TryWeb/dp.php
1294064,Poa royleana,seed dry mass,0.25,mg,https://www.try-db.org/TryWeb/dp.php
2884641,Poa attenuata,seed dry mass,0.23,mg,https://www.try-db.org/TryWeb/dp.php
5810334,Poa lanuginosa,seed dry mass,0.58,mg,https://www.try-db.org/TryWeb/dp.php
5815025,Poa amplexicaulis,seed dry mass,0.22,mg,https://www.try-db.org/TryWeb/dp.php
5814100,Poa labillardierei,seed dry mass,0.3,mg,https://www.try-db.org/TryWeb/dp.php
5814111,Poa poiformis,seed dry mass,0.28,mg,https://www.try-db.org/TryWeb/dp.php
5814125,Poa stuckertii,seed dry mass,0.28,mg,https://www.try-db.org/TryWeb/dp.php
5814155,Poa ligularis,seed dry mass,0.44,mg,https://www.try-db.org/TryWeb/dp.php
5813812,Poa ensiformis,seed dry mass,0.3,mg,https://www.try-db.org/TryWeb/dp.php
5813839,Poa fawcettiae,seed dry mass,0.3,mg,https://www.try-db.org/TryWeb/dp.php
5813972,Poa hiemata,seed dry mass,0.39,mg,https://www.try-db.org/TryWeb/dp.php
5813994,Poa tenera,seed dry mass,0.33,mg,https://www.try-db.org/TryWeb/dp.php
5813989,Poa hothamensis,seed dry mass,0.39,mg,https://www.try-db.org/TryWeb/dp.php
5814652,Poa sallacustris,seed dry mass,0.29,mg,https://www.try-db.org/TryWeb/dp.php
5814934,Poa umbricola,seed dry mass,0.24,mg,https://www.try-db.org/TryWeb/dp.php
5814455,Poa phillipsiana,seed dry mass,0.46,mg,https://www.try-db.org/TryWeb/dp.php
5813655,Poa clelandii,seed dry mass,0.27,mg,https://www.try-db.org/TryWeb/dp.php
5813570,Poa cita,seed dry mass,0.35,mg,https://www.try-db.org/TryWeb/dp.php
5813721,Poa resinulosa,seed dry mass,0.3,mg,https://www.try-db.org/TryWeb/dp.php
5813662,Poa colensoi,seed dry mass,0.19,mg,https://www.try-db.org/TryWeb/dp.php
5813689,Poa costiniana,seed dry mass,0.41,mg,https://www.try-db.org/TryWeb/dp.php
5813380,Poa anceps,seed dry mass,0.25,mg,https://www.try-db.org/TryWeb/dp.php
5813449,Poa sieberiana,seed dry mass,0.27,mg,https://www.try-db.org/TryWeb/dp.php
19418826,Poa orba,seed dry mass,0.36,mg,https://www.try-db.org/TryWeb/dp.php
47160696,Poa angustifolia,seed dry mass,0.18,mg,https://www.try-db.org/TryWeb/dp.php
52513806,Poa secunda,seed dry mass,0.55,mg,https://www.try-db.org/TryWeb/dp.php
52513806,Poa secunda,seed dry mass,0.5,mg,https://www.try-db.org/TryWeb/dp.php
52513806,Poa secunda,seed dry mass,0.41,mg,https://www.try-db.org/TryWeb/dp.php
52513806,Poa secunda,seed dry mass,0.38,mg,https://www.try-db.org/TryWeb/dp.php
50564119,Poa triodioides,seed dry mass,3.6,mg,https://www.try-db.org/TryWeb/dp.php
5831029,Briza marcowiczii,seed dry mass,0.21,mg,https://www.try-db.org/TryWeb/dp.php
1114042,Briza media,seed dry mass,0.36,mg,https://www.try-db.org/TryWeb/dp.php
1114043,Briza minor,seed dry mass,0.25,mg,https://www.try-db.org/TryWeb/dp.php
1114041,Briza maxima,seed dry mass,2.6,mg,https://www.try-db.org/TryWeb/dp.php
1114050,Catabrosa aquatica,seed dry mass,0.21,mg,https://www.try-db.org/TryWeb/dp.php
1115609,Bambusa tulda,seed dry mass,14,mg,https://www.try-db.org/TryWeb/dp.php
1115607,Bambusa polymorpha,seed dry mass,38,mg,https://www.try-db.org/TryWeb/dp.php
5800218,Bambusa nutans,seed dry mass,11,mg,https://www.try-db.org/TryWeb/dp.php
47160680,Dactylis glomerata,seed dry mass,0.8,mg,https://www.try-db.org/TryWeb/dp.php
1114102,Dasypyrum villosum,seed dry mass,5.3,mg,https://www.try-db.org/TryWeb/dp.php
1114102,Dasypyrum villosum,seed dry mass,6.9,mg,https://www.try-db.org/TryWeb/dp.php
1114905,Panicum leibergii,seed dry mass,2.3,mg,https://www.try-db.org/TryWeb/dp.php
1114906,Panicum linearifolium,seed dry mass,0.4,mg,https://www.try-db.org/TryWeb/dp.php
1114912,Panicum scabriusculum,seed dry mass,1.7,mg,https://www.try-db.org/TryWeb/dp.php
1114909,Panicum oligosanthes,seed dry mass,1.1,mg,https://www.try-db.org/TryWeb/dp.php
1114909,Panicum oligosanthes,seed dry mass,1.7,mg,https://www.try-db.org/TryWeb/dp.php
1114899,Panicum clandestinum,seed dry mass,1.3,mg,https://www.try-db.org/TryWeb/dp.php
1114896,Panicum aciculare,seed dry mass,0.51,mg,https://www.try-db.org/TryWeb/dp.php
1114896,Panicum aciculare,seed dry mass,1.2,mg,https://www.try-db.org/TryWeb/dp.php
1114901,Panicum depauperatum,seed dry mass,2.2,mg,https://www.try-db.org/TryWeb/dp.php
1114902,Panicum dichotomum,seed dry mass,0.08,mg,https://www.try-db.org/TryWeb/dp.php
1114891,Panicum latifolium,seed dry mass,2.2,mg,https://www.try-db.org/TryWeb/dp.php
1114890,Panicum commutatum,seed dry mass,2.2,mg,https://www.try-db.org/TryWeb/dp.php
1114889,Panicum acuminatum,seed dry mass,0.14,mg,https://www.try-db.org/TryWeb/dp.php
50570792,Panicum acuminatum densiflorum,seed dry mass,0.28,mg,https://www.try-db.org/TryWeb/dp.php
50553891,Panicum acuminatum lindheimeri,seed dry mass,0.19,mg,https://www.try-db.org/TryWeb/dp.php
52514064,Panicum acuminatum acuminatum,seed dry mass,0.23,mg,https://www.try-db.org/TryWeb/dp.php
52514064,Panicum acuminatum acuminatum,seed dry mass,0.16,mg,https://www.try-db.org/TryWeb/dp.php
52514064,Panicum acuminatum acuminatum,seed dry mass,0.52,mg,https://www.try-db.org/TryWeb/dp.php
52514064,Panicum acuminatum acuminatum,seed dry mass,0.51,mg,https://www.try-db.org/TryWeb/dp.php
52514064,Panicum acuminatum acuminatum,seed dry mass,0.29,mg,https://www.try-db.org/TryWeb/dp.php
52514064,Panicum acuminatum acuminatum,seed dry mass,0.31,mg,https://www.try-db.org/TryWeb/dp.php
52514064,Panicum acuminatum acuminatum,seed dry mass,0.1,mg,https://www.try-db.org/TryWeb/dp.php
52514064,Panicum acuminatum acuminatum,seed dry mass,0.67,mg,https://www.try-db.org/TryWeb/dp.php
1114894,Panicum scoparium,seed dry mass,1.2,mg,https://www.try-db.org/TryWeb/dp.php
1114892,Panicum ovale,seed dry mass,0.77,mg,https://www.try-db.org/TryWeb/dp.php
1114892,Panicum ovale,seed dry mass,1.4,mg,https://www.try-db.org/TryWeb/dp.php
1114475,Panicum capillare,seed dry mass,0.26,mg,https://www.try-db.org/TryWeb/dp.php
1114474,Panicum virgatum,seed dry mass,1,mg,https://www.try-db.org/TryWeb/dp.php
1114472,Panicum dichotomiflorum,seed dry mass,0.63,mg,https://www.try-db.org/TryWeb/dp.php
1114470,Panicum amarum,seed dry mass,1.4,mg,https://www.try-db.org/TryWeb/dp.php
1114479,Panicum hillmanii,seed dry mass,0.89,mg,https://www.try-db.org/TryWeb/dp.php
1114478,Panicum flexile,seed dry mass,0.19,mg,https://www.try-db.org/TryWeb/dp.php
1114506,Panicum trichoides,seed dry mass,0.11,mg,https://www.try-db.org/TryWeb/dp.php
1114506,Panicum trichoides,seed dry mass,0.64,mg,https://www.try-db.org/TryWeb/dp.php
1114488,Panicum coloratum,seed dry mass,0.57,mg,https://www.try-db.org/TryWeb/dp.php
1114492,Panicum hallii,seed dry mass,1.2,mg,https://www.try-db.org/TryWeb/dp.php
1114495,Panicum hirticaule,seed dry mass,0.71,mg,https://www.try-db.org/TryWeb/dp.php
1114498,Panicum miliaceum,seed dry mass,4.7,mg,https://www.try-db.org/TryWeb/dp.php
1115471,Panicum antidotale,seed dry mass,1.1,mg,https://www.try-db.org/TryWeb/dp.php
1115477,Panicum repens,seed dry mass,0.75,mg,https://www.try-db.org/TryWeb/dp.php
1115687,Panicum maximum,seed dry mass,0.56,mg,https://www.try-db.org/TryWeb/dp.php
1115687,Panicum maximum,seed dry mass,0.84,mg,https://www.try-db.org/TryWeb/dp.php
2876167,Panicum humile,seed dry mass,0.22,mg,https://www.try-db.org/TryWeb/dp.php
2884982,Panicum atrosanguineum,seed dry mass,0.24,mg,https://www.try-db.org/TryWeb/dp.php
2884983,Panicum turgidum,seed dry mass,1.5,mg,https://www.try-db.org/TryWeb/dp.php
2896829,Panicum tenellum,seed dry mass,0.12,mg,https://www.try-db.org/TryWeb/dp.php
2907627,Panicum decompositum,seed dry mass,0.61,mg,https://www.try-db.org/TryWeb/dp.php
5805965,Panicum hirtum,seed dry mass,0.21,mg,https://www.try-db.org/TryWeb/dp.php
5805965,Panicum hirtum,seed dry mass,0.15,mg,https://www.try-db.org/TryWeb/dp.php
5806051,Panicum inaequilatum,seed dry mass,0.3,mg,https://www.try-db.org/TryWeb/dp.php
5806138,Panicum kalaharense,seed dry mass,1.8,mg,https://www.try-db.org/TryWeb/dp.php
5806336,Panicum madipirense,seed dry mass,2.3,mg,https://www.try-db.org/TryWeb/dp.php
5806151,Panicum pansum,seed dry mass,0.61,mg,https://www.try-db.org/TryWeb/dp.php
5806205,Panicum lanipes,seed dry mass,0.49,mg,https://www.try-db.org/TryWeb/dp.php
5806184,Panicum laetum,seed dry mass,1.2,mg,https://www.try-db.org/TryWeb/dp.php
5806188,Panicum laevinode,seed dry mass,0.64,mg,https://www.try-db.org/TryWeb/dp.php
5805404,Panicum claytonii,seed dry mass,1.9,mg,https://www.try-db.org/TryWeb/dp.php
5805189,Panicum simile,seed dry mass,0.91,mg,https://www.try-db.org/TryWeb/dp.php
5805165,Panicum nervatum,seed dry mass,0.2,mg,https://www.try-db.org/TryWeb/dp.php
5805266,Panicum buncei,seed dry mass,0.4,mg,https://www.try-db.org/TryWeb/dp.php
5805661,Panicum ecklonii,seed dry mass,1.2,mg,https://www.try-db.org/TryWeb/dp.php
5805663,Panicum effusum,seed dry mass,0.52,mg,https://www.try-db.org/TryWeb/dp.php
5805639,Panicum dregeanum,seed dry mass,0.11,mg,https://www.try-db.org/TryWeb/dp.php
5805848,Panicum gilvum,seed dry mass,0.65,mg,https://www.try-db.org/TryWeb/dp.php
5805032,Panicum anabaptistum,seed dry mass,0.66,mg,https://www.try-db.org/TryWeb/dp.php
5804975,Panicum phragmitoides,seed dry mass,1,mg,https://www.try-db.org/TryWeb/dp.php
5806895,Panicum pseudowoeltzkowii,seed dry mass,0.25,mg,https://www.try-db.org/TryWeb/dp.php
52514066,Panicum arbusculum,seed dry mass,0.97,mg,https://www.try-db.org/TryWeb/dp.php
52513886,Distichlis acerosa,seed dry mass,0.5,mg,https://www.try-db.org/TryWeb/dp.php
1114104,Distichlis spicata,seed dry mass,0.52,mg,https://www.try-db.org/TryWeb/dp.php
108064,Echinochloa,seed dry mass,1.8,mg,https://www.try-db.org/TryWeb/dp.php
1114108,Echinochloa colona,seed dry mass,1.6,mg,https://www.try-db.org/TryWeb/dp.php
1114107,Echinochloa walteri,seed dry mass,1.2,mg,https://www.try-db.org/TryWeb/dp.php
1114113,Echinochloa stagnina,seed dry mass,2.5,mg,https://www.try-db.org/TryWeb/dp.php
1115347,Echinochloa frumentacea,seed dry mass,3.2,mg,https://www.try-db.org/TryWeb/dp.php
1115346,Echinochloa crus-galli,seed dry mass,1.8,mg,https://www.try-db.org/TryWeb/dp.php
1115675,Echinochloa haploclada,seed dry mass,0.46,mg,https://www.try-db.org/TryWeb/dp.php
1115591,Echinochloa pyramidalis,seed dry mass,1.1,mg,https://www.try-db.org/TryWeb/dp.php
5815612,Echinochloa jubata,seed dry mass,0.8,mg,https://www.try-db.org/TryWeb/dp.php
5815586,Echinochloa telmatophila,seed dry mass,1.4,mg,https://www.try-db.org/TryWeb/dp.php
1114344,Elymus sibiricus,seed dry mass,4.1,mg,https://www.try-db.org/TryWeb/dp.php
1114345,Elymus villosus,seed dry mass,3.4,mg,https://www.try-db.org/TryWeb/dp.php
1114342,Elymus riparius,seed dry mass,5.3,mg,https://www.try-db.org/TryWeb/dp.php
1114117,Elymus glaucus,seed dry mass,3.9,mg,https://www.try-db.org/TryWeb/dp.php
1114116,Elymus canadensis,seed dry mass,3.8,mg,https://www.try-db.org/TryWeb/dp.php
1114115,Elymus virginicus,seed dry mass,4.7,mg,https://www.try-db.org/TryWeb/dp.php
1114115,Elymus virginicus,seed dry mass,4.3,mg,https://www.try-db.org/TryWeb/dp.php
1115369,Elymus elymoides,seed dry mass,3.4,mg,https://www.try-db.org/TryWeb/dp.php
1115367,Elymus caninus,seed dry mass,4.1,mg,https://www.try-db.org/TryWeb/dp.php
1115367,Elymus caninus,seed dry mass,2.8,mg,https://www.try-db.org/TryWeb/dp.php
1115372,Elymus lanceolatus,seed dry mass,5.2,mg,https://www.try-db.org/TryWeb/dp.php
1115372,Elymus lanceolatus,seed dry mass,2.9,mg,https://www.try-db.org/TryWeb/dp.php
1115372,Elymus lanceolatus,seed dry mass,3.4,mg,https://www.try-db.org/TryWeb/dp.php
1115375,Elymus multisetus,seed dry mass,3.1,mg,https://www.try-db.org/TryWeb/dp.php
1115380,Elymus scribneri,seed dry mass,0.16,mg,https://www.try-db.org/TryWeb/dp.php
1115518,Elymus spicatus,seed dry mass,3.4,mg,https://www.try-db.org/TryWeb/dp.php
1115518,Elymus spicatus,seed dry mass,3.7,mg,https://www.try-db.org/TryWeb/dp.php
1115518,Elymus spicatus,seed dry mass,3.6,mg,https://www.try-db.org/TryWeb/dp.php
1115518,Elymus spicatus,seed dry mass,4.8,mg,https://www.try-db.org/TryWeb/dp.php
1115479,Elymus smithii,seed dry mass,4.4,mg,https://www.try-db.org/TryWeb/dp.php
1115479,Elymus smithii,seed dry mass,2.8,mg,https://www.try-db.org/TryWeb/dp.php
1115692,Elymus ciliaris,seed dry mass,4.2,mg,https://www.try-db.org/TryWeb/dp.php
1115777,Elymus repens,seed dry mass,2.7,mg,https://www.try-db.org/TryWeb/dp.php
1115777,Elymus repens,seed dry mass,2.9,mg,https://www.try-db.org/TryWeb/dp.php
1115777,Elymus repens,seed dry mass,2.1,mg,https://www.try-db.org/TryWeb/dp.php
47160901,Elymus repens arenosus,seed dry mass,2,mg,https://www.try-db.org/TryWeb/dp.php
1115774,Elymus albicans,seed dry mass,2.6,mg,https://www.try-db.org/TryWeb/dp.php
2905438,Elymus tsukushiensis,seed dry mass,5.4,mg,https://www.try-db.org/TryWeb/dp.php
3121617,Elymus athericus,seed dry mass,4.2,mg,https://www.try-db.org/TryWeb/dp.php
3121617,Elymus athericus,seed dry mass,5.1,mg,https://www.try-db.org/TryWeb/dp.php
5796001,Elymus panormitanus,seed dry mass,10,mg,https://www.try-db.org/TryWeb/dp.php
5795700,Elymus pungens,seed dry mass,2.8,mg,https://www.try-db.org/TryWeb/dp.php
49299015,Elymus violaceus,seed dry mass,3.9,mg,https://www.try-db.org/TryWeb/dp.php
49299015,Elymus violaceus,seed dry mass,3.3,mg,https://www.try-db.org/TryWeb/dp.php
49299015,Elymus violaceus,seed dry mass,3.2,mg,https://www.try-db.org/TryWeb/dp.php
49299015,Elymus violaceus,seed dry mass,2.7,mg,https://www.try-db.org/TryWeb/dp.php
52513712,Elymus hystrix,seed dry mass,4,mg,https://www.try-db.org/TryWeb/dp.php
48904166,Elymus californicus,seed dry mass,2.1,mg,https://www.try-db.org/TryWeb/dp.php
5832208,Enneapogon virens,seed dry mass,0.46,mg,https://www.try-db.org/TryWeb/dp.php
5832207,Enneapogon truncatus,seed dry mass,0.39,mg,https://www.try-db.org/TryWeb/dp.php
5832187,Enneapogon lindleyanus,seed dry mass,0.34,mg,https://www.try-db.org/TryWeb/dp.php
5832187,Enneapogon lindleyanus,seed dry mass,0.26,mg,https://www.try-db.org/TryWeb/dp.php
5832191,Enneapogon pallidus,seed dry mass,0.41,mg,https://www.try-db.org/TryWeb/dp.php
5832197,Enneapogon polyphyllus,seed dry mass,1,mg,https://www.try-db.org/TryWeb/dp.php
5832182,Enneapogon nigricans,seed dry mass,1.1,mg,https://www.try-db.org/TryWeb/dp.php
5832183,Enneapogon purpurascens,seed dry mass,0.46,mg,https://www.try-db.org/TryWeb/dp.php
5832186,Enneapogon intermedius,seed dry mass,0.5,mg,https://www.try-db.org/TryWeb/dp.php
5832176,Enneapogon cylindricus,seed dry mass,0.35,mg,https://www.try-db.org/TryWeb/dp.php
5832168,Enneapogon avenaceus,seed dry mass,0.81,mg,https://www.try-db.org/TryWeb/dp.php
5832171,Enneapogon caerulescens,seed dry mass,0.32,mg,https://www.try-db.org/TryWeb/dp.php
5832175,Enneapogon robustissimus,seed dry mass,0.47,mg,https://www.try-db.org/TryWeb/dp.php
5832175,Enneapogon robustissimus,seed dry mass,0.4,mg,https://www.try-db.org/TryWeb/dp.php
1114937,Enneapogon desvauxii,seed dry mass,0.37,mg,https://www.try-db.org/TryWeb/dp.php
1114070,Enneapogon cenchroides,seed dry mass,0.21,mg,https://www.try-db.org/TryWeb/dp.php
1114347,Eragrostis spectabilis,seed dry mass,0.05,mg,https://www.try-db.org/TryWeb/dp.php
1114348,Eragrostis atrovirens,seed dry mass,0.13,mg,https://www.try-db.org/TryWeb/dp.php
1114373,Eragrostis lehmanniana,seed dry mass,0.087,mg,https://www.try-db.org/TryWeb/dp.php
1114376,Eragrostis mexicana,seed dry mass,0.09,mg,https://www.try-db.org/TryWeb/dp.php
1114376,Eragrostis mexicana,seed dry mass,0.062,mg,https://www.try-db.org/TryWeb/dp.php
1114376,Eragrostis mexicana,seed dry mass,0.16,mg,https://www.try-db.org/TryWeb/dp.php
1114377,Eragrostis minor,seed dry mass,0.075,mg,https://www.try-db.org/TryWeb/dp.php
1114380,Eragrostis pilosa,seed dry mass,0.055,mg,https://www.try-db.org/TryWeb/dp.php
1114381,Eragrostis plana,seed dry mass,0.2,mg,https://www.try-db.org/TryWeb/dp.php
1114367,Eragrostis tef,seed dry mass,0.3,mg,https://www.try-db.org/TryWeb/dp.php
1114370,Eragrostis gangetica,seed dry mass,0.05,mg,https://www.try-db.org/TryWeb/dp.php
1114372,Eragrostis intermedia,seed dry mass,0.2,mg,https://www.try-db.org/TryWeb/dp.php
1114357,Eragrostis viscosa,seed dry mass,0.03,mg,https://www.try-db.org/TryWeb/dp.php
1114362,Eragrostis leptostachya,seed dry mass,0.1,mg,https://www.try-db.org/TryWeb/dp.php
1114362,Eragrostis leptostachya,seed dry mass,0.12,mg,https://www.try-db.org/TryWeb/dp.php
1114349,Eragrostis cilianensis,seed dry mass,0.079,mg,https://www.try-db.org/TryWeb/dp.php
1114349,Eragrostis cilianensis,seed dry mass,0.072,mg,https://www.try-db.org/TryWeb/dp.php
1114352,Eragrostis lugens,seed dry mass,0.06,mg,https://www.try-db.org/TryWeb/dp.php
1114351,Eragrostis hypnoides,seed dry mass,0.06,mg,https://www.try-db.org/TryWeb/dp.php
1114353,Eragrostis pectinacea,seed dry mass,0.1,mg,https://www.try-db.org/TryWeb/dp.php
1114399,Eragrostis curvula,seed dry mass,0.16,mg,https://www.try-db.org/TryWeb/dp.php
1114399,Eragrostis curvula,seed dry mass,0.17,mg,https://www.try-db.org/TryWeb/dp.php
1114401,Eragrostis elongata,seed dry mass,0.03,mg,https://www.try-db.org/TryWeb/dp.php
1114394,Eragrostis barrelieri,seed dry mass,0.054,mg,https://www.try-db.org/TryWeb/dp.php
1114390,Eragrostis trichodes,seed dry mass,0.26,mg,https://www.try-db.org/TryWeb/dp.php
1114398,Eragrostis curtipedicellata,seed dry mass,0.06,mg,https://www.try-db.org/TryWeb/dp.php
1114397,Eragrostis cumingii,seed dry mass,0.052,mg,https://www.try-db.org/TryWeb/dp.php
1114396,Eragrostis ciliaris,seed dry mass,0.024,mg,https://www.try-db.org/TryWeb/dp.php
1114395,Eragrostis capillaris,seed dry mass,0.08,mg,https://www.try-db.org/TryWeb/dp.php
1114384,Eragrostis secundiflora,seed dry mass,0.41,mg,https://www.try-db.org/TryWeb/dp.php
1114382,Eragrostis prolifera,seed dry mass,0.08,mg,https://www.try-db.org/TryWeb/dp.php
1114382,Eragrostis prolifera,seed dry mass,0.03,mg,https://www.try-db.org/TryWeb/dp.php
1114389,Eragrostis amabilis,seed dry mass,0.02,mg,https://www.try-db.org/TryWeb/dp.php
1114388,Eragrostis superba,seed dry mass,0.72,mg,https://www.try-db.org/TryWeb/dp.php
1115389,Eragrostis echinochloidea,seed dry mass,0.11,mg,https://www.try-db.org/TryWeb/dp.php
1115637,Eragrostis cylindriflora,seed dry mass,0.06,mg,https://www.try-db.org/TryWeb/dp.php
1115637,Eragrostis cylindriflora,seed dry mass,0.08,mg,https://www.try-db.org/TryWeb/dp.php
1115827,Eragrostis setifolia,seed dry mass,0.032,mg,https://www.try-db.org/TryWeb/dp.php
1115826,Eragrostis parviflora,seed dry mass,0.086,mg,https://www.try-db.org/TryWeb/dp.php
1115824,Eragrostis japonica,seed dry mass,0.02,mg,https://www.try-db.org/TryWeb/dp.php
1115824,Eragrostis japonica,seed dry mass,0.01,mg,https://www.try-db.org/TryWeb/dp.php
1293962,Eragrostis interrupta,seed dry mass,0.12,mg,https://www.try-db.org/TryWeb/dp.php
2878192,Eragrostis papposa,seed dry mass,0.06,mg,https://www.try-db.org/TryWeb/dp.php
2878193,Eragrostis tremula,seed dry mass,0.061,mg,https://www.try-db.org/TryWeb/dp.php
2884745,Eragrostis brownii,seed dry mass,0.099,mg,https://www.try-db.org/TryWeb/dp.php
2896507,Eragrostis ferruginea,seed dry mass,0.34,mg,https://www.try-db.org/TryWeb/dp.php
5813831,Eragrostis falcata,seed dry mass,0.03,mg,https://www.try-db.org/TryWeb/dp.php
5814756,Eragrostis speciosa,seed dry mass,0.01,mg,https://www.try-db.org/TryWeb/dp.php
5814862,Eragrostis rotifer,seed dry mass,0.06,mg,https://www.try-db.org/TryWeb/dp.php
5814389,Eragrostis paniciformis,seed dry mass,0.09,mg,https://www.try-db.org/TryWeb/dp.php
5814593,Eragrostis australasica,seed dry mass,0.18,mg,https://www.try-db.org/TryWeb/dp.php
5813620,Eragrostis racemosa,seed dry mass,0.07,mg,https://www.try-db.org/TryWeb/dp.php
5813343,Eragrostis aegyptiaca,seed dry mass,0.05,mg,https://www.try-db.org/TryWeb/dp.php
5813418,Eragrostis aspera,seed dry mass,0.04,mg,https://www.try-db.org/TryWeb/dp.php
5821357,Eragrostis porosa,seed dry mass,0.05,mg,https://www.try-db.org/TryWeb/dp.php
5821326,Eragrostis glandulosipedata,seed dry mass,0.05,mg,https://www.try-db.org/TryWeb/dp.php
5821456,Eragrostis leptocarpa,seed dry mass,0.039,mg,https://www.try-db.org/TryWeb/dp.php
5821469,Eragrostis lingulata,seed dry mass,0.02,mg,https://www.try-db.org/TryWeb/dp.php
5821415,Eragrostis kingesii,seed dry mass,0.07,mg,https://www.try-db.org/TryWeb/dp.php
5821414,Eragrostis kennedyae,seed dry mass,0.01,mg,https://www.try-db.org/TryWeb/dp.php
5821412,Eragrostis scopelophila,seed dry mass,0.1,mg,https://www.try-db.org/TryWeb/dp.php
5821426,Eragrostis lacunaria,seed dry mass,0.076,mg,https://www.try-db.org/TryWeb/dp.php
5821580,Eragrostis omahekensis,seed dry mass,0.06,mg,https://www.try-db.org/TryWeb/dp.php
5821605,Eragrostis patens,seed dry mass,0.04,mg,https://www.try-db.org/TryWeb/dp.php
5821525,Eragrostis microcarpa,seed dry mass,0.03,mg,https://www.try-db.org/TryWeb/dp.php
5821691,Eragrostis pygmaea,seed dry mass,0.04,mg,https://www.try-db.org/TryWeb/dp.php
5821719,Eragrostis rogersii,seed dry mass,0.09,mg,https://www.try-db.org/TryWeb/dp.php
5821735,Eragrostis sabinae,seed dry mass,0.09,mg,https://www.try-db.org/TryWeb/dp.php
5821617,Eragrostis pergracilis,seed dry mass,0.06,mg,https://www.try-db.org/TryWeb/dp.php
5821678,Eragrostis pubescens,seed dry mass,0.09,mg,https://www.try-db.org/TryWeb/dp.php
5821025,Eragrostis annulata,seed dry mass,0.04,mg,https://www.try-db.org/TryWeb/dp.php
5820989,Eragrostis nindensis,seed dry mass,0.28,mg,https://www.try-db.org/TryWeb/dp.php
5820906,Eragrostis eriopoda,seed dry mass,0.061,mg,https://www.try-db.org/TryWeb/dp.php
5821088,Eragrostis schweinfurthii,seed dry mass,0.08,mg,https://www.try-db.org/TryWeb/dp.php
5821084,Eragrostis biflora,seed dry mass,0.08,mg,https://www.try-db.org/TryWeb/dp.php
5821081,Eragrostis bicolor,seed dry mass,0.04,mg,https://www.try-db.org/TryWeb/dp.php
5821065,Eragrostis basedowii,seed dry mass,0.04,mg,https://www.try-db.org/TryWeb/dp.php
5821062,Eragrostis barbinodis,seed dry mass,0.06,mg,https://www.try-db.org/TryWeb/dp.php
5821032,Eragrostis aristata,seed dry mass,0.04,mg,https://www.try-db.org/TryWeb/dp.php
5821139,Eragrostis capensis,seed dry mass,0.34,mg,https://www.try-db.org/TryWeb/dp.php
5821287,Eragrostis exigua,seed dry mass,0.01,mg,https://www.try-db.org/TryWeb/dp.php
5821284,Eragrostis exasperata,seed dry mass,0.04,mg,https://www.try-db.org/TryWeb/dp.php
5821239,Eragrostis dielsii,seed dry mass,0.065,mg,https://www.try-db.org/TryWeb/dp.php
5821257,Eragrostis pallens,seed dry mass,0.76,mg,https://www.try-db.org/TryWeb/dp.php
5821188,Eragrostis confertiflora,seed dry mass,0.01,mg,https://www.try-db.org/TryWeb/dp.php
5821190,Eragrostis congesta,seed dry mass,0.07,mg,https://www.try-db.org/TryWeb/dp.php
5820491,Eragrostis tenellula,seed dry mass,0.02,mg,https://www.try-db.org/TryWeb/dp.php
5821896,Eragrostis walteri,seed dry mass,0.03,mg,https://www.try-db.org/TryWeb/dp.php
5821837,Eragrostis trachycarpa,seed dry mass,0.07,mg,https://www.try-db.org/TryWeb/dp.php
5821852,Eragrostis truncata,seed dry mass,0.07,mg,https://www.try-db.org/TryWeb/dp.php
5821854,Eragrostis turgida,seed dry mass,0.19,mg,https://www.try-db.org/TryWeb/dp.php
49909739,Eragrostis tenuifolia,seed dry mass,0.15,mg,https://www.try-db.org/TryWeb/dp.php
1115260,Zea mexicana,seed dry mass,48,mg,https://www.try-db.org/TryWeb/dp.php
1115259,Zea mays,seed dry mass,110,mg,https://www.try-db.org/TryWeb/dp.php
1114074,Zea diploperennis,seed dry mass,74,mg,https://www.try-db.org/TryWeb/dp.php
5835380,Triticum dicoccoides,seed dry mass,20,mg,https://www.try-db.org/TryWeb/dp.php
1115240,Triticum aestivum,seed dry mass,38,mg,https://www.try-db.org/TryWeb/dp.php
1115243,Triticum aestivum spelta,seed dry mass,40,mg,https://www.try-db.org/TryWeb/dp.php
49910076,Triticum turgidum durum,seed dry mass,40,mg,https://www.try-db.org/TryWeb/dp.php
